https://twitter.com/XoseMorais/status/379284460069347329;raulina123456;963;http://www.meneame.net/story/antoni-camps-pp-explica-sabran-nombres-apellidos-profesores-cani;3312;  Antoni Camps (PP) explica que se sabrán "nombres y apellidos" de los profesores que hagan huelga. La Gestapo cañí.    ;53
http://www.hojaderouter.com/internet/linkedin-prostitucion-redes-sociales/5792;PolezLopez;176;http://www.meneame.net/story/barrio-rojo-linkedin-donde-prostitucion-no-oficio-pero-abunda;9159;  Yadira dice tener 26 años. Es mexicana y, como más de 225 millones de personas, tiene un perfil en LinkedIn. Sin embargo, según las condiciones de uso de la red social para profesionales, ella no debería tener ese perfil. ¿La razón? Yadira es prostituta. Relacionada: ;29
http://www.urgente24.com/218598-peru-entrego-una-salida-al-mar-a-bolivia-aunque-sin-soberania;latinoamericatalana;186;http://www.meneame.net/story/peru-entrego-salida-mar-bolivia-aunque-sin-soberania;3916;  Bolivia consiguió la salida al mar por la que pelea desde hace más de un siglo con Chile y Perú, aunque no obtuvo la soberanía sobre el territorio que finalmente cedió Perú. La Comisión de Relaciones Exteriores del Congreso de la República aprobó el convenio “Boliviamar”, donde se cede una franja costera a Bolivia. El dictamen otorga salida al mar en una playa a 17 kilómetros del puerto de Ilo, ubicado en el departamento peruano de Moquegua.    ;22
http://sociedad.elpais.com/sociedad/2013/09/15/actualidad/1379275901_142314.html;sinanpacha;501;http://www.meneame.net/story/opus-recela-jesuita-francisco;3445;  Los pasos aperturistas de Francisco, sobre todo su revolucionaria sencillez y austeridad, además del tono cuasi revolucionario de algunos de sus discursos, empiezan a chirriar en sectores ultras de la Iglesia. No es casualidad que la primera reacción pública proceda del más alto eclesiástico del Opus, el cardenal de Lima. La chispa tampoco es baladí: la audiencia que Francisco concedió el miércoles al teólogo Gustavo Gutiérrez, el fundador de la Teología de la Liberación.    ;78
http://tendencias.vozpopuli.com/cultura/1314-piratas-espanoles-los-primeros-y-los-ultimos;Alvierto;223;http://www.meneame.net/story/piratas-espanoles-primeros-ultimos;6169;  Ya los vascos, pueblo marinero donde los haya, asolaron el Mediterráneo con sus correrías piratas desde el siglo XIV. Y así, se tienen numerosas constancias orales de un pirata del que se desconoce su identidad pero sí su apodo: ‘Campanario’ (y va sin segundas    ;20
http://www.fogonazos.es/2013/09/cabana-veronica-del-oceano-las-nubes.html;careca;192;http://www.meneame.net/story/cabana-veronica-oceano-nubes-avance;6263;  Si a uno le trasladaran a este lugar de repente, podría pensar que está en la superficie de la Luna. Estamos 2.300 metros de altura, en el Macizo Central de los Picos de Europa, a escasos metros de la cima del Pico Tesorero. La estructura metálica de la imagen es una de las cúpulas antiaéreas del portaaviones estadounidense USS Palau y brilla como un extraño diamante entre las rocas. ¿Qué hace este artefacto bélico aquí arriba?    ;17
http://www.lasexta.com/noticias/economia/madrid-deriva-pacientes-clinicas-privadas-mientras-existen-quirofanos-publicos-vacios_2013091500038.html;kimnet;1215;http://www.meneame.net/story/madrid-deriva-pacientes-clinicas-privadas-mientras-existen;1217;  La Comunidad de Madrid mantiene cerrados varios quirófanos en el Hospital del Sureste, en Arganda del Rey, porque no tienen demanda de pacientes suficiente en esa zona. El centro demanda a la Consejería que les envíe pacientes de otros hospitales para agilizar las listas de espera, sin embargo, se están derivando a hospitales concertados.    ;46
http://estefaldina.wordpress.com/2013/09/14/amor-de-madre-2/;eloso;398;http://www.meneame.net/story/amor-de-madre-9;14301;  -¿Por qué no tienes niños? -Uf, no sé, asusta un poco ¿y si luego no te gustan y te arrepientes? -Eso es imposible. Les quieres con locura desde que nacen. -Ya ¿y si por casualidad no es así? -A LOS HIJOS SE LES QUIERE SIEMPRE. ES UNA LEY DE LA NATURALEZA. Puede ser, pero desde luego, excepciones haberlas, haylas. Veamos algúnos ejemplo.    ;74
http://www.bbc.co.uk/mundo/noticias/2013/09/130901_eeuu_bandera_confederada_jgc_finde.shtml;andresrguez;332;http://www.meneame.net/story/sigue-ondeando-bandera-confederada-ee-uu;16376;  150 años después de la Guerra Civil de Estados Unidos, la bandera que llevaban al campo de batalla los estados confederados, y que muchos asocian con el racismo y la intolerancia, todavía se puede ver en casas y autos del sur del país. ¿Por qué?    ;104
http://noticias.lainformacion.com/mundo/no-es-un-decorado-de-the-walking-dead-es-detroit-en-2013-de-capital-mundial-del-motor-a-ciudad-fantasma_rL1YXlRRHNQruG3Y3rydO6/;sebiyorum;622;http://www.meneame.net/story/no-decorado-the-walking-dead-detroit-2013-capital-mundial-motor;28661;  No es un decorado de ‘The Walking Dead’ es Detroit en 2013: de capital mundial del motor a ciudad fantasma. Fotos de Detroit ha perdido más de un millón de habitantes en 60 años    ;76
